DESTINO;ORIGEN;CANTIDAD;FOBDOL;FOBPES
ISR;BOG;3500;1009;4035424,87
ISR;BOG;14560;2236;8847315,36
ISR;BOG;47825;7455;29499624,18
ISR;BOG;12920;2006;7984207,76
ISR;BOG;123975;20404;81363030,64
ITA;BOG;13;3379;13459063,85
ITA;BOG;5;3565;14199929,75
ITA;BOG;18710;12587;50076473,92
ITA;BOG;18468;10310;40768492,31
ITA;BOG;1790;1469;5770489,32
ITA;BOG;2550;1657;6489825,22
ITA;BOG;1450;874;3498921,27
ITA;BOG;4810;3040;12160266,91
ITA;BOG;3180;1789;7118295,3
ITA;BOG;365;229;901160,5
ITA;BOG;45;0;1279,52
ITA;BOG;2460;1362;5389107,12
ITA;BOG;520;302;1194941,52
ITA;BOG;9125;3924;15631832,34
ITA;BOG;19845;5627;22400365,92
ITA;BOG;7000;2800;11100282,02
ITA;BOG;96;13994;55955148,94
ITA;BOG;289;54927;219628957,7
ITA;BOG;30;6900;27589719
ITA;BOG;111;16560;66215325,6
ITA;BOG;39;5863;23443264,13
ITA;BOG;41;4018;16066013,18
ITA;BOG;82;8160;32627841,6
ITA;BOG;47;325;1249563,25
ITA;BOG;200;325;1249563,25
ITA;BOG;2;350;1343766,5
ITA;BOG;42920;6525;25732437,62
ITA;BOG;2600;805;3188159,37
ITA;BOG;15560;1906;7495516,54
ITA;BOG;11600;1972;7755067,48
ITA;BOG;1200;120;474705,6
ITA;BOG;250;5;19997,15
ITA;BOG;4250;1589;6073237,45
ITA;BOG;6800;2700;10754505
ITA;BOG;6000;1140;4413453
ITA;BOG;21000;23100;92189328
ITA;BOG;24900;4227;17006108,67
ITA;BOG;7200;1526;6059198,59
ITA;BOG;5000;50;199157,5
ITA;BOG;45594;44989;177973775,3
ITA;BOG;464;1798;7161968,7
ITA;BOG;6;105;417833,85
ITA;BOG;10;180;714313,88
ITA;BOG;18;311;1233005,55
ITA;BOG;134;2317;9168841,67
ITA;BOG;153;2638;10438407,69
ITA;BOG;11400;3237;12920474
ITA;BOG;55550;10121;40146388,61
ITA;BOG;1260;1651;6536013,57
ITA;BOG;32680;9887;39274823,02
ITA;BOG;11700;2979;11888831,52
ITA;BOG;100490;17578;69446123,15
ITA;BOG;600;114;458645,94
ITA;BOG;200;40;158235,2
ITA;BOG;6240;5723;22841729,73
ITA;BOG;132;782;3128834,07
ITA;BOG;500;50;197427
ITA;BOG;30525;12369;49012807,97
ITA;BOG;8100;2682;10790249,22
ITA;BOG;7600;1216;4892223,36
ITA;BOG;1550;11408;45896779,68
ITA;BOG;396;3780;15207733,8
ITA;BOG;1;28323;110896723,9
ITA;BOG;27300;3822;15253143,36
ITA;BOG;8250;1402;5515457,47
ITA;BOG;82340;13851;54473450,16
ITA;BOG;43440;11571;45775861
ITA;BOG;2;388;1527417,95
ITA;BOG;2;29866;119420579,3
ITA;BOG;864;4022;15627712,4
ITA;BOG;14675;3522;13790144,46
ITA;BOG;280;39;153484,85
ITA;BOG;1230;516;2022711,13
ITA;BOG;90;169;664135,22
ITA;BOG;78770;12526;50031035,25
ITA;BOG;41927;13116;51953211,23
ITA;BOG;10975;2634;10340478,18
ITA;BOG;1000;180;719983,8
ITA;BOG;15725;4825;18995841,92
ITA;BOG;98000;17875;70585494,37
ITA;BOG;15050;3612;14179881,24
ITA;BOG;12550;1669;6604425,95
ITA;BOG;26920;6658;26567499,04
ITA;BOG;67520;15733;62744889,57
ITA;BOG;244915;79478;316668376,8
ITA;BOG;7200;1182;4709704,5
ITA;BOG;12900;2205;8784996,75
ITA;BOG;5775;1443;5711301,75
ITA;BOG;20;58;229441,04
ITA;BOG;740;111;439102,68
ITA;BOG;120;26;104435,23
ITA;BOG;19950;8939;35452422,8
ITA;BOG;29750;11850;46724905,5
ITA;BOG;35;405;1589936,85
ITA;BOG;17;3966;15693301,51
ITA;BOG;26;6308;24959242,08
ITA;BOG;12;2376;9401261,76
ITA;BOG;54;11932;48267565,04
JAM;BOG;3260;521;2085622,81
JAM;BOG;1230;709;2836742,91
JAM;BOG;24;336;1343499,36
JAM;BOG;370;1312;5226808,92
JAM;BOG;181;549;2189856,2
JAM;BOG;74;153;612688,13
JAM;BOG;93;325;1298427,23
JAM;BOG;60;260;1035897,82
JAM;BOG;14000;42270;169076195,7
JAM;BOG;16;43;172735,63
JAM;BOG;52;491;1965667,51
JAM;BOG;25;77;309884,52
JAM;BOG;57;2046;8150520,68
JAM;BOG;40;1546;6161534,73
JAM;BOG;1350;156;615843,59
JAM;BOG;2800;375;1475507,76
JAM;BOG;4375;980;3853938,2
JAM;BOG;1296;1388;5458513,57
JAM;BOG;710;184;725956,11
JAM;BOG;450;149;589911,87
JAM;BOG;75;94;372544,74
JAM;BOG;35;44;174525,46
JAM;BOG;57;423;1670429,84
JAM;BOG;300;338;1337384,88
JAM;BOG;8;625;2474874,24
JAM;BOG;93;3734;14777469,84
JAM;BOG;10;794;3142696,19
JAM;BOG;142;2139;8464221,85
JAM;BOG;4;68;271433,73
JAM;BOG;500;35;138486,6
JAM;BOG;13100;3645;14447949,27
JAM;BOG;25100;3765;14947363,95
JAM;BOG;136;3930;15548190,75
JAM;BOG;1050;139;553421,77
JAM;BOG;11500;1441;5731300,68
JAM;BOG;2350;569;2275707,95
JAM;BOG;448;479;1919196,81
JAM;BOG;160;38;150673,42
JAM;BOG;240;73;293753,39
JAM;BOG;2910;771;3068688,25
JAM;BOG;4750;1295;5150798,34
JAM;BOG;10018;2739;10882423,05
JAM;BOG;51304;12947;51665722,22
JAM;BOG;4260;2104;8403638,38
JAM;BOG;2266;1813;7317362,09
JAM;BOG;2360;334;1323615,62
JAM;BOG;340;162;644017,26
JAM;BOG;33;223;882952,41
JAM;BOG;3150;961;3844567,36
JAM;BOG;2800;539;2155196,89
JAM;BOG;960;397;1582742,79
JAM;BOG;535;272;1088614,75
JAM;BOG;203;1569;6190220,36
JAM;BOG;279;4901;19191127,75
JAM;BOG;151;9536;37601049,52
JAM;BOG;9;540;2129236,2
JAM;BOG;2;7120;28479359,2
JAM;BOG;3828;95953;383672228,8
JPN;BOG;90;1440;5759179,2
JPN;BOG;150;2774;11095858,61
JPN;BOG;27;1249;4998967,54
JPN;BOG;30;1281;5072249,77
JPN;BOG;16600;2822;11078522,94
JPN;BOG;200;2;7851,54
JPN;BOG;19080;21556;85848761,25
JPN;BOG;9800;3842;15198490,96
JPN;BOG;43010;27328;108920054,6
JPN;BOG;93;651;2555735,07
JPN;BOG;4;51;203245,54
JPN;BOG;2190;2602;10204970,04
JPN;BOG;9560;4191;16473613,9
JPN;BOG;111;42;171056,25
JPN;BOG;15;1;5999,14
JPN;BOG;29906;10084;40330252,12
JPN;BOG;11100;2424;9384394,8
JPN;BOG;9805;5088;19976673,22
JPN;BOG;3257;1930;7637338,15
JPN;BOG;27840;11352;45307542,73
JPN;BOG;64200;11556;46103239,8
JPN;BOG;169200;31759;126746215,1
JPN;BOG;10980;1794;7220052,66
JPN;BOG;11920;1785;7137340,35
JPN;BOG;961;7360;29430233,15
JPN;BOG;43100;16085;64210626,53
JPN;BOG;9600;1752;6782780,4
JPN;BOG;257600;51561;204867613,5
JPN;BOG;3408;9419;36883037,36
JPN;BOG;102990;18173;72338338,11
JPN;BOG;147140;25499;102179630,1
JPN;BOG;91400;16176;64694163,89
JPN;BOG;240;2;9655,7
JPN;BOG;111875;19965;79557937,95
JPN;BOG;993400;174731;697031969,7
JPN;BOG;3900;639;2547622,74
JPN;BOG;16560;6609;26359128,72
JPN;BOG;184550;33553;132211294,2
JPN;BOG;1020055;194032;769898673,5
JPN;BOG;54750;9183;36692466,01
JPN;BOG;186275;33960;136573047,5
JPN;BOG;80;176;703737,76
JPN;BOG;65972;67550;269890575,9
JPN;BOG;3800;1594;6414606,02
JPN;BOG;8245;20192;80737913,92
JPN;BOG;300;6;23740,56
JPN;BOG;300;6;23740,56
JPN;BOG;2160;684;2729761,92
JPN;BOG;60050;10623;42380989,65
JPN;BOG;437400;75545;301465981,7
JPN;BOG;906784;152539;602098399,1
JPN;BOG;1213026;203354;803902716,1
JPN;BOG;1155;2425;9496875,46
JPN;BOG;21400;8132;32515883,32
JPN;BOG;82375;14597;58728807,97
JPN;BOG;272530;44648;179629889,4
JPN;BOG;2100;501;2015628,21
JPN;BOG;5120;819;3262464
JPN;BOG;1280;646;2585831,46
JPN;BOG;551;25549;100884683,7
JPN;BOG;2000;15760;61707176,8
JPN;BOG;740;5741;22480049,8
JPN;BOG;1;50;195771,5
JPN;BOG;2;200;791352
JPN;BOG;880;14;55992,02
JPN;BOG;1;100;395676
JPN;BOG;45600;8088;32267480,4
JPN;BOG;40240;7243;28897108,56
JPN;BOG;63360;25986;103899596,9
JPN;BOG;202750;36918;143097760,1
JPN;BOG;1319205;261007;1029522963
JPN;BOG;8241;20529;81904464,1
JPN;BOG;2934;952;3798849,51
JPN;BOG;24883;11557;46013644,35
JPN;BOG;38300;1340;5314095,35
JPN;BOG;31004;1705;6747805,74
JPN;BOG;2840;707;2845214,11
JPN;BOG;93900;16563;66636427,23
JPN;BOG;127500;21011;84531665,31
JPN;BOG;40320;5644;22330151,42
JPN;BOG;417;109449;428540994,4
JPN;BOG;51344;22784;90109288,78
JPN;BOG;2;100;393198,5
JPN;BOG;5;300;1198209
JPN;BOG;500;5;19783,8
JPN;BOG;400;8;31654,08
JPN;BOG;2203;4;15945,74
JPN;BOG;1058;69;276352,52
JPN;BOG;8;2;9891,9
JPN;BOG;2700;459;1846653,39
JPN;BOG;4200;714;2872571,94
JPN;BOG;26300;4069;16115989,32
JPN;BOG;15300;2371;9383456,34
JPN;BOG;88;129;513943,55
JPN;BOG;39500;6395;25579464,44
JPN;BOG;86000;12334;47821220,06
JPN;BOG;73850;10917;42465675,03
JPN;BOG;89365;16793;66259225,02
JPN;BOG;50312;10151;39975571,23
JPN;BOG;6200;947;3774751,59
JPN;BOG;22560;6362;25446073,12
JPN;BOG;9200;1288;4922800,4
JPN;BOG;3000;840;3210522
JPN;BOG;1120;448;1772234,24
JPN;BOG;95;1550;6002296,08
JPN;BOG;42550;6224;24436574,84
JPN;BOG;235750;34080;133861277,9
JPN;BOG;320;114;452020,26
JPN;BOG;60;91;363230,56
JPN;BOG;1246;1856;7187501,78
JPN;BOG;56;162;628723,48
JPN;BOG;1404624;233613;929027351,9
JPN;BOG;2321568;422726;1679264185
JPN;BOG;400;72;286740
JPN;BOG;684;1560;6239694,77
JPN;BOG;15200;2280;9118700,4
JPN;BOG;19380;5549;21386354,59
JPN;BOG;159925;31812;127227373,3
JPN;BOG;59500;10345;39778058,22
JPN;BOG;1470;1572;6185570,81
JPN;BOG;2132;10800;42733008
JPN;BOG;70;1;5632,49
JPN;BOG;24000;3658;14591867,41
JPN;BOG;35200;4685;18656393,77
JPN;BOG;980;245;979860,35
JPN;BOG;9608;14315;57255519,92
JPN;BOG;5386;15619;62468696,94
JPN;BOG;6380;957;3827454,51
JPN;BOG;10;45;180374,29
JPN;BOG;122;448;1734409,6
JPN;BOG;431410;79828;316487369,5
JPN;BOG;747080;141972;563245512,2
JPN;BOG;600;168;669169,2
JPN;BOG;54060;14432;57488644,62
JPN;BOG;73400;13242;52054601,08
JPN;BOG;126680;17933;68967866,59
JPN;BOG;600;97;388791,25
JPN;BOG;39200;5017;19985853,44
JPN;BOG;3405;1262;5049474,38
JPN;BOG;1171210;213855;852150622
JPN;BOG;1220790;221129;880901911,3
JPN;BOG;50400;7560;29756890,8
JPN;BOG;4250;1700;6797467
JPN;BOG;4350;783;3031345,35
JPN;BOG;77750;14948;58623255,48
JPN;BOG;820;3780;14839410,6
JPN;BOG;100;1899;7564400,16
JPN;BOG;10680;3839;14864354,84
JPN;BOG;150;19;73673,69
JPN;BOG;9920;4000;15485800
JPN;BOG;145;24087;92610476,74
JPN;BOG;0;2;7979,1
JPN;BOG;66;12614;49899668,11
JOR;BOG;1000;19750;77533957,5
KAZ;BOG;240;156;617254,56
KAZ;BOG;50009;36823;145830064,1
KAZ;BOG;80;34;136112,54
KAZ;BOG;2;3;11870,28
KAZ;BOG;19804;15133;59949400,13
KAZ;BOG;710;84;333019,86
KAZ;BOG;2;24;94764,96
KAZ;BOG;40;0;1599,77
KAZ;BOG;890;543;2141200,94
KAZ;BOG;250;42;168124,9
KAZ;BOG;8400;1548;6123702,24
KAZ;BOG;600;90;356029,2
KAZ;BOG;4340;1494;5913249,42
KAZ;BOG;16770;11194;44416876,3
KAZ;BOG;800;214;846558,32
KAZ;BOG;6;52;205705,76
KAZ;BOG;30;0;1174,62
KAZ;BOG;4110;3330;13076347,29
KAZ;BOG;47904;39751;156867062,2
KAZ;BOG;4277;2846;11324369,07
KAZ;BOG;120;3;11977,53
KAZ;BOG;60;0;2393,73
KAZ;BOG;80;1;6383,28
KAZ;BOG;23978;21028;83180962,1
KAZ;BOG;57202;44248;175498040,3
KAZ;BOG;300;3;12039,48
KAZ;BOG;310;1;4063,13
KAZ;BOG;1193;1540;6046667,24
KAZ;BOG;10860;8126;32113624,9
KAZ;BOG;12768;7992;31999944,54
KAZ;BOG;35;0;1399,47
KAZ;BOG;11140;7798;30992058,81
KAZ;BOG;5200;832;3327525,76
KAZ;BOG;28725;18424;73508348,74
KAZ;BOG;100;1;3999,91
KAZ;BOG;160;3;12799,71
KAZ;BOG;400;48;189265,44
KAZ;BOG;94;992;3913457,27
KAZ;BOG;12;78;307556,34
KAZ;BOG;5250;840;3351222
KAZ;BOG;45150;7651;30526041,82
KAZ;BOG;6150;1930;7718899,9
KAZ;BOG;20500;3775;15011229,74
KAZ;BOG;368250;58315;233034715,7
KAZ;BOG;10925;2728;10838049,96
KAZ;BOG;48670;8404;33692117,04
KAZ;BOG;256600;45358;180969548,8
KAZ;BOG;87750;24958;99667618,68
KAZ;BOG;2410;1868;7468162,29
KAZ;BOG;6630;5774;22912860,66
KAZ;BOG;120;1025;4045351,62
KAZ;BOG;800;8;31995,44
KAZ;BOG;450;4;16448,97
KAZ;BOG;450;4;16448,97
KAZ;BOG;9600;1536;6076231,68
KAZ;BOG;13600;2600;10358368
KAZ;BOG;1714;5374;21487992,74
KAZ;BOG;10;67;269899,42
KAZ;BOG;6500;1174;4592602,52
KAZ;BOG;112000;18346;72821933,01
KAZ;BOG;97186;34511;135495521,2
KAZ;BOG;18850;3012;11981978,52
KAZ;BOG;222250;33122;131128227,2
KAZ;BOG;68;172;687743,72
KAZ;BOG;56192;19577;78005154,68
KAZ;BOG;1995;1300;5203058,45
KAZ;BOG;7625;6278;24681590,05
KAZ;BOG;2800;420;1656072,6
KAZ;BOG;350;52;207009,07
KAZ;BOG;8;48;189265,44
KAZ;BOG;17925;5679;22848815,38
KAZ;BOG;1080;246;992123,58
KAZ;BOG;42100;22799;91036588,43
KAZ;BOG;400;76;303993,16
KAZ;BOG;1350;1273;5076689,61
KAZ;BOG;100;30;119982,9
KAZ;BOG;18480;3358;13307931,38
KAZ;BOG;233050;36330;145582698,1
KAZ;BOG;71750;21916;86108187,96
KAZ;BOG;21610;3856;15516314
KAZ;BOG;605825;110160;442357830,5
KAZ;BOG;955;2725;10898938,62
KAZ;BOG;127985;97393;388265428,9
KAZ;BOG;17950;14288;57148719,07
KAZ;BOG;3670;7920;31695813,73
KAZ;BOG;16;140;553995,71
KAZ;BOG;1050;9;36994,72
KAZ;BOG;300;84;331214,52
KAZ;BOG;1946;350;1400957,94
KAZ;BOG;24;90;362784,81
KAZ;BOG;25450;10312;41245321,7
KAZ;BOG;6800;1228;4884846,31
KAZ;BOG;99600;15746;62867887,75
KAZ;BOG;52300;13973;55886435,04
KAZ;BOG;29600;11905;47049460,54
KAZ;BOG;3200;616;2478297,36
KAZ;BOG;63500;11207;44911247,12
KAZ;BOG;93214;32358;129228021,9
KAZ;BOG;782;780;3067377,38
KAZ;BOG;1356;1267;5024305,15
KAZ;BOG;400;168;671904,24
KAZ;BOG;9200;1702;6778215
KAZ;BOG;960;316;1267019,42
KAZ;BOG;43350;13091;51429540,94
KAZ;BOG;10650;1814;7271991,95
KAZ;BOG;414700;61315;244928029,9
KAZ;BOG;156940;37453;149473621,3
KAZ;BOG;3905;2794;11282578,18
KAZ;BOG;1060;779;3109120,02
KAZ;BOG;2600;408;1641469,68
KAZ;BOG;7400;1110;4465763,1
KAZ;BOG;10800;1447;5602762,44
KAZ;BOG;170650;23205;89870308,88
KAZ;BOG;475;78;305263,83
KAZ;BOG;80;20;81598,16
KAZ;BOG;3200;512;2047237,12
KAZ;BOG;29200;4633;18525096,83
KAZ;BOG;25700;4353;17193395,04
KAZ;BOG;12;21;85447
KAZ;BOG;16900;5193;20423648,78
KAZ;BOG;202810;35478;139973233,1
KAZ;BOG;14540;2181;8611765,74
KAZ;BOG;4400;598;2367725,18
KAZ;BOG;74950;10038;39720726,6
KAZ;BOG;2000;300;1199553
KAZ;BOG;7000;1092;4366372,92
KAZ;BOG;21557;6170;24284498,35
KAZ;BOG;3000;450;1776843
KAZ;BOG;4400;712;2846939,12
KAZ;BOG;1325;401;1605001,91
KAZ;BOG;13700;1948;7791096,73
KAZ;BOG;420;63;248758,02
KAZ;BOG;6000;648;2591941,68
KAZ;BOG;2600;416;1663380,16
KAZ;BOG;39150;6237;24938706,87
KAZ;BOG;100;24;95997,84
KAZ;BOG;540;183;734383,47
KAZ;BOG;1500;637;2549636,62
KAZ;BOG;32750;5270;21073747,1
KAZ;BOG;56750;9424;37692628,03
KAZ;BOG;4500;540;2145686,4
KAZ;BOG;38350;3854;15287435,42
KAZ;BOG;3450;552;2207177,52
KAZ;BOG;22800;3540;14154725,4
KAZ;BOG;7000;2876;11473945,8
KAZ;BOG;18950;5820;23281436,15
KAZ;BOG;30200;4984;19937551,39
KAZ;BOG;451555;71835;287334774,8
KAZ;BOG;1200;320;1279971,2
KAZ;BOG;139004;59796;236549430,3
KAZ;BOG;4000;612;2447088,12
KAZ;BOG;151536;26511;105309202,6
KAZ;BOG;2270;969;3834392,18
KAZ;BOG;180;80;318123,5
KAZ;BOG;192;710;2805042,81
KAZ;BOG;2400;396;1583409,96
KAZ;BOG;3000;489;1955271,39
KAZ;BOG;15900;2075;8241424,37
KAZ;BOG;450;87;350763,48
KAZ;BOG;104;154;614741,29
KAZ;BOG;600;153;611986,23
KAZ;BOG;48;65;258297,29
KAZ;BOG;2000;316;1263529,16
KAZ;BOG;56800;8880;35506768,8
KAZ;BOG;450;4;17997,43
KAZ;BOG;72710;23397;92458971,9
KAZ;BOG;27850;4346;17377924,3
KAZ;BOG;362434;55001;217720221,2
KAZ;BOG;10;31;122404,74
KAZ;BOG;5100;881;3487680,27
KAZ;BOG;390;246;985845,78
KAZ;BOG;918;401;1592459,64
KAZ;BOG;12;91;367191,73
KAZ;BOG;120;38;150057,4
KAZ;BOG;21490;3352;13404764,86
KAZ;BOG;285650;40876;163445893,7
KAZ;BOG;104;319;1279323,27
KAZ;BOG;3200;544;2139328,96
KAZ;BOG;35729;17125;66676938,54
KAZ;BOG;55925;8710;34690561,87
KAZ;BOG;218188;37150;146634676,1
KAZ;BOG;3498;3037;11765577,04
KAZ;BOG;480;278;1077811,68
KAZ;BOG;2580;959;3772855,82
KAZ;BOG;12;115;447539,62
KAZ;BOG;216;4524;17899249,35
KEN;BOG;6798;4386;17539863,96
KGZ;BOG;6810;6027;23847392,52
KGZ;BOG;350;227;900162,9
KGZ;BOG;11650;9752;38588297,17
KGZ;BOG;1430;387;1541479,05
KGZ;BOG;2545;2675;10584333
KGZ;BOG;150;1;5767,21
KGZ;BOG;660;420;1679962,2
KGZ;BOG;380;244;967823,49
KGZ;BOG;14450;2366;9459879,74
KGZ;BOG;2000;380;1513597
KGZ;BOG;2650;2785;11095064,32
KGZ;BOG;2500;462;1841906,25
KGZ;BOG;3000;555;2210287,5
KGZ;BOG;116;610;2442089,98
KGZ;BOG;965;2920;11678448,15
KGZ;BOG;678;3076;12300016,52
KGZ;BOG;1000;185;736762,5
KGZ;BOG;3200;300;1210181,56
KGZ;BOG;2500;425;1671350,75
KGZ;BOG;900;270;1077537,6
KGZ;BOG;24300;7290;29093515,2
KGZ;BOG;5400;864;3454712,64
KWT;BOG;12;720;2879589,6
KWT;BOG;5;1220;4879304,6
KWT;BOG;5;1240;4959293,2
KWT;BOG;6;984;3935439,12
KWT;BOG;6;1176;4703329,68
KWT;BOG;5;640;2559635,2
KWT;BOG;2590;1637;6516583,48
KWT;BOG;384;299;1198629,17
KWT;BOG;28415;17581;69373866,44
KWT;BOG;10;2042;7808218,82
KWT;BOG;18850;3282;12852398,97
KWT;BOG;600;180;704777,4
KWT;BOG;300;750;2998882,5
KWT;BOG;4176;12528;50093333,28
KWT;BOG;350;715;2858934,65
KWT;BOG;660;1353;5352305,64
KWT;BOG;832;2662;10532134,91
KWT;BOG;90;427;1691138,7
KWT;BOG;80;230;913017,1
KWT;BOG;135;517;2047167,9
KWT;BOG;24;118;466793,84
KWT;BOG;90;282;1081410,82
KWT;BOG;150;516;1974318,14
KWT;BOG;170;866;3313220,48
KWT;BOG;60;294;1127351,86
KWT;BOG;80;297;1136180,8
KWT;BOG;75;414;1585959,64
KWT;BOG;60;309;1184644,39
KWT;BOG;3850;693;2771604,99
KWT;BOG;120;30;119982,9
KWT;BOG;2400;480;1919726,4
KWT;BOG;1728;1948;7492765,72
KWT;BOG;55000;6545;25896994,2
KWT;BOG;44600;6520;26070285,2
KWT;BOG;18025;4506;17826184,25
KWT;BOG;26900;5823;23283323,73
KWT;BOG;1170;7330;29246303,5
KWT;BOG;1770;12537;50018632,75
KWT;BOG;556;4802;19162999,1
KWT;BOG;400;778;3106741,8
KWT;BOG;22;294;1170855
KWT;BOG;440;3358;13401910,33
KWT;BOG;3000;22436;89512406,73
KWT;BOG;472;3261;13013085,44
KWT;BOG;360;2948;11752209,95
KWT;BOG;3592;6840;27064238,4
LVA;BOG;21000;6259;24980913,36
LVA;BOG;4950;792;3167928,72
LVA;BOG;48600;7771;31085220,56
LVA;BOG;6300;850;3292668,22
LVA;BOG;24550;3461;13401217,74
LVA;BOG;100;30;118466,37
LVA;BOG;200;54;210606,88
LBN;BOG;6;41;163970,5
LBN;BOG;60;473;1887057,15
LBN;BOG;712;6318;25209168,54
LBN;BOG;44;377;1504858,26
LBN;BOG;7;63;253735,38
LBN;BOG;160;1203;4799428,65
LBN;BOG;5;33;135245,74
LBN;BOG;74;601;2398477,56
LBN;BOG;2;18;73008,76
LBN;BOG;37;387;1543955,85
LBN;BOG;48;434;1731464,7
LBN;BOG;2;19;76200,4
LTU;BOG;15500;5340;21483941,4
MYS;BOG;11535;4813;19249256,59
MYS;BOG;150;1;5984,32
MYS;BOG;3200;704;2785559,04
MYS;BOG;430;43;170102,84
MYS;BOG;135;13;53404,38
MYS;BOG;444;1128;4366995,6
MYS;BOG;1212;22551;87307469,24
MYS;BOG;20;78;313821
MYS;BOG;10;36;146954,25
MYS;BOG;1;6;27439,42
MYS;BOG;780;3949;15728485,5
MYS;BOG;10;36;146954,25
MYS;BOG;267;2189;8718289,87
MYS;BOG;20;83;333733,5
MYS;BOG;12;38;152330,62
MYS;BOG;900;225;883298,25
MYS;BOG;16500;2991;11832311,64
MYS;BOG;650;127;490213,27
MYS;BOG;1800;67223;268282438,2
MYS;BOG;360;2838;11302335
MAR;BOG;3280;2629;10473576,75
MAR;BOG;15250;3812;15249656,87
MAR;BOG;111600;3906;15540498,19
MTQ;BOG;7025;5919;23202450,63
MTQ;BOG;740;222;869225,46
MTQ;BOG;2100;555;2175133,65
MTQ;BOG;6054;1786;7006989,06
MTQ;BOG;1700;580;2273433,4
MTQ;BOG;820;287;1123728,41
MTQ;BOG;550;192;753720,27
MTQ;BOG;60;27;106461,81
MTQ;BOG;2192;1636;6424439,1
MTQ;BOG;63;727;2861255,18
MUS;BOG;5;5380;21282634,4
MEX;BOG;2603;15204;60034115,46
MEX;BOG;1;23;93565,13
MEX;BOG;8;523;2092020,43
MEX;BOG;10;654;2615025,54
MEX;BOG;35;245;979860,35
MEX;BOG;57;1055;4219798,59
MEX;BOG;929;30215;120837452,7
MEX;BOG;4;312;1247535,12
MEX;BOG;46;3142;12567593,62
MEX;BOG;8;417;1669777,77
MEX;BOG;1;19;79170,49
MEX;BOG;9;370;1482647,5
MEX;BOG;128;4610;18283841,25
MEX;BOG;38;1592;6367699,28
MEX;BOG;16;410;1631298,7
MEX;BOG;8;336;1345898,46
MEX;BOG;39;1825;7299544,35
MEX;BOG;29;965;3860161,55
MEX;BOG;6;277;1108386,97
MEX;BOG;74;4527;18106091,5
MEX;BOG;3;273;1093992,33
MEX;BOG;5;171;683745,21
MEX;BOG;193;7343;29056664,89
MEX;BOG;1557;9885;39158491,77
MEX;BOG;1;21;83968,71
MEX;BOG;25;587;2347125,37
MEX;BOG;1335;20608;82086308,62
MEX;BOG;46;121;486709,04
MEX;BOG;253;678;2713058,95
MEX;BOG;4;3;13479,69
MEX;BOG;17;5792;22681263,74
MEX;BOG;1;275;1079444,89
MEX;BOG;2;566;2217425,47
MEX;BOG;1;64;251448,91
MEX;BOG;1;131;514879,04
MEX;BOG;200000;8800;35194984
MEX;BOG;244;156490;627292644,5
MEX;BOG;5000;6750;26886262,5
MEX;BOG;500;3323;13239512,62
MEX;BOG;210;1223;4874857,79
MEX;BOG;9;805;3230687,05
MEX;BOG;12700;38300;149960969
MEX;BOG;58;28397;109937720,3
MEX;BOG;333;22005;87987212,55
MEX;BOG;18;4138;16202049,34
MEX;BOG;52;46312;181333116,9
MEX;BOG;1;21809;87038299,18
MEX;BOG;0;3;11466,15
MEX;BOG;36;30;114661,5
MEX;BOG;45;450;1719922,5
MEX;BOG;14;318;1215411,9
MEX;BOG;1;3;13377,17
MEX;BOG;85;3400;13617169
MEX;BOG;2500;9356;36892132,15
MEX;BOG;1800;11389;46074246,75
MEX;BOG;100;58380;233433013,8
MEX;BOG;1;11393;44107429,85
MEX;BOG;1444;11853;46736734,59
MEX;BOG;4;1413;5627551,27
MEX;BOG;5;7956;31687796,7
MEX;BOG;1;351;1374550,85
MEX;BOG;1;9153;35837930,79
MEX;BOG;1;1242;4863707,99
MEX;BOG;10;18900;73171334,14
MEX;BOG;1465;21796;86805955,12
MEX;BOG;8;207;829028,49
MEX;BOG;190;2425;9676693,42
MEX;BOG;25;307;1229541,82
MEX;BOG;2;3942;15568027,11
MEX;BOG;0;11500;45146355
MEX;BOG;3;27662;111293213,3
MEX;BOG;1910;5276;20422476,36
MEX;BOG;5419;13890;54834299,76
MEX;BOG;31;63;251894,4
MEX;BOG;187;566;2256216,34
MEX;BOG;14345;28434;110879908,9
MEX;BOG;8;17;69670,07
MEX;BOG;432;1020;3978873,9
MEX;BOG;433;1098;4200088,96
MEX;BOG;194;580;2312377,9
MEX;BOG;185;488;1934958,11
MEX;BOG;2269;12326;49267924,6
MEX;BOG;687;12922;50926593,96
MEX;BOG;39;427;1711676,04
MEX;BOG;465;6014;23777930,63
MEX;BOG;636;8570;33701466,08
MEX;BOG;457;2687;10703122,35
MEX;BOG;552;353411;1395112211
MEX;BOG;414;37899;152266815,8
MEX;BOG;49;25952;102061682,4
MEX;BOG;1261;4043;15943010,91
MEX;BOG;366;1093;4355136,37
MEX;BOG;552;2148;8556045,18
MEX;BOG;750;1658;6606133,93
MEX;BOG;520;1154;4598626,33
MEX;BOG;15;57;230863,37
MEX;BOG;237;1047;4171154,66
MEX;BOG;14;42;169522,86
MEX;BOG;6;38;154864,87
MEX;BOG;637;6947;27673611,74
MEX;BOG;2810;8166;32529748,71
MEX;BOG;5;964;3798212,92
MEX;BOG;224;20585;80952365,15
MEX;BOG;675;14314;56048323,27
MEX;BOG;666;1347;5377671,08
MEX;BOG;19413;40110;157672984,7
MEX;BOG;12;36;139372,2
